KPI Name,Value,Date,Notes,Chart Type,Category
Active Users 6,2060,2024-10-23,,area,
Active Users 6,2029,2024-10-24,,area,
Active Users 6,2069,2024-10-25,,area,
Active Users 6,2084,2024-10-26,,area,
Active Users 6,2058,2024-10-27,,area,
Active Users 6,2095,2024-10-28,,area,
Active Users 6,2076,2024-10-29,,area,
Active Users 6,2072,2024-10-30,,area,
Active Users 6,2105,2024-10-31,,area,
Active Users 6,2115,2024-11-01,,area,
Active Users 6,2173,2024-11-02,,area,
Active Users 6,2146,2024-11-03,,area,
Active Users 6,2205,2024-11-04,,area,
Active Users 6,2224,2024-11-05,,area,
Active Users 6,2268,2024-11-06,,area,
Active Users 6,2298,2024-11-07,,area,
Active Users 6,2332,2024-11-08,,area,
Active Users 7,1016,2024-08-01,,area,
Active Users 7,1047,2024-08-02,,area,
Active Users 7,1080,2024-08-03,,area,
Active Users 7,1100,2024-08-04,,area,
Active Users 7,1104,2024-08-05,,area,
Active Users 7,1104,2024-08-06,,area,
Active Users 7,1073,2024-08-07,,area,
Active Users 7,1069,2024-08-08,,area,
Active Users 7,1127,2024-08-09,,area,
Active Users 7,1168,2024-08-10,,area,
Active Users 7,1161,2024-08-11,,area,
Active Users 7,1215,2024-08-12,,area,
Active Users 7,1225,2024-08-13,,area,
Active Users 7,1236,2024-08-14,,area,
Active Users 7,1237,2024-08-15,,area,
Active Users 7,1288,2024-08-16,,area,
Active Users 7,1277,2024-08-17,,area,
Active Users 7,1263,2024-08-18,,area,
Active Users 7,1272,2024-08-19,,area,
Active Users 7,1303,2024-08-20,,area,
Active Users 7,1323,2024-08-21,,area,
Active Users 7,1291,2024-08-22,,area,
Active Users 7,1350,2024-08-23,,area,
Active Users 7,1349,2024-08-24,,area,
Active Users 7,1346,2024-08-25,,area,
Active Users 7,1336,2024-08-26,,area,
Active Users 7,1300,2024-08-27,,area,
Active Users 7,1271,2024-08-28,,area,
Active Users 7,1238,2024-08-29,,area,
Active Users 7,1238,2024-08-30,,area,
Active Users 7,1273,2024-08-31,,area,
Active Users 7,1265,2024-09-01,,area,
Active Users 7,1291,2024-09-02,,area,
Active Users 7,1277,2024-09-03,,area,
Active Users 7,1269,2024-09-04,,area,
Active Users 7,1306,2024-09-05,,area,
Active Users 7,1275,2024-09-06,,area,
Active Users 7,1266,2024-09-07,,area,
Active Users 7,1294,2024-09-08,,area,
Active Users 7,1261,2024-09-09,,area,
Active Users 7,1303,2024-09-10,,area,
Active Users 7,1301,2024-09-11,,area,
Active Users 7,1336,2024-09-12,,area,
Active Users 7,1387,2024-09-13,,area,
Active Users 7,1404,2024-09-14,,area,
Active Users 7,1414,2024-09-15,,area,
Active Users 7,1453,2024-09-16,,area,
Active Users 7,1451,2024-09-17,,area,
Active Users 7,1471,2024-09-18,,area,
Active Users 7,1523,2024-09-19,,area,
Active Users 7,1524,2024-09-20,,area,
Active Users 7,1532,2024-09-21,,area,
Active Users 7,1587,2024-09-22,,area,
Active Users 7,1630,2024-09-23,,area,
Active Users 7,1639,2024-09-24,,area,
Active Users 7,1658,2024-09-25,,area,
Active Users 7,1655,2024-09-26,,area,
Active Users 7,1684,2024-09-27,,area,
Active Users 7,1652,2024-09-28,,area,
Active Users 7,1648,2024-09-29,,area,
Active Users 7,1613,2024-09-30,,area,
Active Users 7,1658,2024-10-01,,area,
Active Users 7,1717,2024-10-02,,area,
Active Users 7,1683,2024-10-03,,area,
Active Users 7,1647,2024-10-04,,area,
Active Users 7,1687,2024-10-05,,area,
Active Users 7,1693,2024-10-06,,area,
Active Users 7,1712,2024-10-07,,area,
Active Users 7,1751,2024-10-08,,area,
Active Users 7,1743,2024-10-09,,area,
Active Users 7,1748,2024-10-10,,area,
Active Users 7,1711,2024-10-11,,area,
Active Users 7,1749,2024-10-12,,area,
Active Users 7,1734,2024-10-13,,area,
Active Users 7,1778,2024-10-14,,area,
Active Users 7,1763,2024-10-15,,area,
Active Users 7,1799,2024-10-16,,area,
Active Users 7,1784,2024-10-17,,area,
Active Users 7,1822,2024-10-18,,area,
Active Users 7,1784,2024-10-19,,area,
Active Users 7,1819,2024-10-20,,area,
Active Users 7,1804,2024-10-21,,area,
Active Users 7,1848,2024-10-22,,area,
Active Users 7,1899,2024-10-23,,area,
Active Users 7,1906,2024-10-24,,area,
Active Users 7,1884,2024-10-25,,area,
Active Users 7,1942,2024-10-26,,area,
Active Users 7,1986,2024-10-27,,area,
Active Users 7,1985,2024-10-28,,area,
Active Users 7,1970,2024-10-29,,area,
Active Users 7,2005,2024-10-30,,area,
Active Users 7,1985,2024-10-31,,area,
Active Users 7,1993,2024-11-01,,area,
Active Users 7,1991,2024-11-02,,area,
Active Users 7,1998,2024-11-03,,area,
Active Users 7,2051,2024-11-04,,area,
Active Users 7,2068,2024-11-05,,area,
Active Users 7,2036,2024-11-06,,area,
Active Users 7,2049,2024-11-07,,area,
Active Users 7,2048,2024-11-08,,area,
Active Users 8,988,2024-08-01,,area,
Active Users 8,955,2024-08-02,,area,
Active Users 8,985,2024-08-03,,area,
Active Users 8,989,2024-08-04,,area,
Active Users 8,985,2024-08-05,,area,
Active Users 8,954,2024-08-06,,area,
Active Users 8,959,2024-08-07,,area,
Active Users 8,969,2024-08-08,,area,
Active Users 8,1021,2024-08-09,,area,
Active Users 8,995,2024-08-10,,area,
Active Users 8,995,2024-08-11,,area,
Active Users 8,989,2024-08-12,,area,
Active Users 8,1022,2024-08-13,,area,
Active Users 8,998,2024-08-14,,area,
Active Users 8,1044,2024-08-15,,area,
Active Users 8,1096,2024-08-16,,area,
Active Users 8,1094,2024-08-17,,area,
Active Users 8,1121,2024-08-18,,area,
Active Users 8,1090,2024-08-19,,area,
Active Users 8,1112,2024-08-20,,area,
Active Users 8,1152,2024-08-21,,area,
Active Users 8,1173,2024-08-22,,area,
Active Users 8,1232,2024-08-23,,area,
Active Users 8,1228,2024-08-24,,area,
Active Users 8,1196,2024-08-25,,area,
Active Users 8,1231,2024-08-26,,area,
Active Users 8,1286,2024-08-27,,area,
Active Users 8,1319,2024-08-28,,area,
Active Users 8,1342,2024-08-29,,area,
Active Users 8,1312,2024-08-30,,area,
Active Users 8,1285,2024-08-31,,area,
Active Users 8,1327,2024-09-01,,area,
Active Users 8,1291,2024-09-02,,area,
Active Users 8,1268,2024-09-03,,area,
Active Users 8,1324,2024-09-04,,area,
Active Users 8,1361,2024-09-05,,area,
Active Users 8,1356,2024-09-06,,area,
Active Users 8,1354,2024-09-07,,area,
Active Users 8,1402,2024-09-08,,area,
Active Users 8,1436,2024-09-09,,area,
Active Users 8,1411,2024-09-10,,area,
Active Users 8,1417,2024-09-11,,area,
Active Users 8,1401,2024-09-12,,area,
Active Users 8,1432,2024-09-13,,area,
Active Users 8,1441,2024-09-14,,area,
Active Users 8,1441,2024-09-15,,area,
Active Users 8,1443,2024-09-16,,area,
Active Users 8,1438,2024-09-17,,area,
Active Users 8,1473,2024-09-18,,area,
Active Users 8,1517,2024-09-19,,area,
Active Users 8,1575,2024-09-20,,area,
Active Users 8,1621,2024-09-21,,area,
Active Users 8,1666,2024-09-22,,area,
Active Users 8,1690,2024-09-23,,area,
Active Users 8,1677,2024-09-24,,area,
Active Users 8,1715,2024-09-25,,area,
Active Users 8,1731,2024-09-26,,area,
Active Users 8,1710,2024-09-27,,area,
Active Users 8,1764,2024-09-28,,area,
Active Users 8,1822,2024-09-29,,area,
Active Users 8,1793,2024-09-30,,area,
Active Users 8,1819,2024-10-01,,area,
Active Users 8,1785,2024-10-02,,area,
Active Users 8,1841,2024-10-03,,area,
Active Users 8,1804,2024-10-04,,area,
Active Users 8,1808,2024-10-05,,area,
Active Users 8,1800,2024-10-06,,area,
Active Users 8,1812,2024-10-07,,area,
Active Users 8,1789,2024-10-08,,area,
Active Users 8,1774,2024-10-09,,area,
Active Users 8,1825,2024-10-10,,area,
Active Users 8,1844,2024-10-11,,area,
Active Users 8,1838,2024-10-12,,area,
Active Users 8,1853,2024-10-13,,area,
Active Users 8,1825,2024-10-14,,area,
Active Users 8,1866,2024-10-15,,area,
Active Users 8,1839,2024-10-16,,area,
Active Users 8,1842,2024-10-17,,area,
Active Users 8,1837,2024-10-18,,area,
Active Users 8,1891,2024-10-19,,area,
Active Users 8,1909,2024-10-20,,area,
Active Users 8,1949,2024-10-21,,area,
Active Users 8,1925,2024-10-22,,area,
Active Users 8,1976,2024-10-23,,area,
Active Users 8,1936,2024-10-24,,area,
Active Users 8,1922,2024-10-25,,area,
Active Users 8,1959,2024-10-26,,area,
Active Users 8,2017,2024-10-27,,area,
Active Users 8,2069,2024-10-28,,area,
Active Users 8,2098,2024-10-29,,area,
Active Users 8,2117,2024-10-30,,area,
Active Users 8,2092,2024-10-31,,area,
Active Users 8,2056,2024-11-01,,area,
Active Users 8,2066,2024-11-02,,area,
Active Users 8,2121,2024-11-03,,area,
Active Users 8,2096,2024-11-04,,area,
Active Users 8,2127,2024-11-05,,area,
Active Users 8,2092,2024-11-06,,area,
Active Users 8,2075,2024-11-07,,area,
Active Users 8,2041,2024-11-08,,area,
Active Users 9,988,2024-08-01,,area,
Active Users 9,1018,2024-08-02,,area,
Active Users 9,1009,2024-08-03,,area,
Active Users 9,994,2024-08-04,,area,
Active Users 9,1015,2024-08-05,,area,
Active Users 9,1038,2024-08-06,,area,
Active Users 9,1094,2024-08-07,,area,
Active Users 9,1056,2024-08-08,,area,
Active Users 9,1071,2024-08-09,,area,
Active Users 9,1036,2024-08-10,,area,
Active Users 9,1026,2024-08-11,,area,
Active Users 9,1078,2024-08-12,,area,
Active Users 9,1053,2024-08-13,,area,
Active Users 9,1096,2024-08-14,,area,
Active Users 9,1148,2024-08-15,,area,
Active Users 9,1145,2024-08-16,,area,
Active Users 9,1173,2024-08-17,,area,
Active Users 9,1146,2024-08-18,,area,
Active Users 9,1166,2024-08-19,,area,
Active Users 9,1129,2024-08-20,,area,
Active Users 9,1109,2024-08-21,,area,
Active Users 9,1073,2024-08-22,,area,
Active Users 9,1087,2024-08-23,,area,
Active Users 9,1122,2024-08-24,,area,
Active Users 9,1111,2024-08-25,,area,
Active Users 9,1156,2024-08-26,,area,
Active Users 9,1144,2024-08-27,,area,
Active Users 9,1161,2024-08-28,,area,
Active Users 9,1148,2024-08-29,,area,
Active Users 9,1201,2024-08-30,,area,
Active Users 9,1233,2024-08-31,,area,
Active Users 9,1236,2024-09-01,,area,
Active Users 9,1253,2024-09-02,,area,
Active Users 9,1290,2024-09-03,,area,
Active Users 9,1278,2024-09-04,,area,
Active Users 9,1267,2024-09-05,,area,
Active Users 9,1273,2024-09-06,,area,
Active Users 9,1331,2024-09-07,,area,
Active Users 9,1346,2024-09-08,,area,
Active Users 9,1375,2024-09-09,,area,
Active Users 9,1350,2024-09-10,,area,
Active Users 9,1401,2024-09-11,,area,
Active Users 9,1437,2024-09-12,,area,
Active Users 9,1415,2024-09-13,,area,
Active Users 9,1396,2024-09-14,,area,
Active Users 9,1447,2024-09-15,,area,
Active Users 9,1420,2024-09-16,,area,
Active Users 9,1462,2024-09-17,,area,
Active Users 9,1453,2024-09-18,,area,
Active Users 9,1452,2024-09-19,,area,
Active Users 9,1479,2024-09-20,,area,
Active Users 9,1505,2024-09-21,,area,
Active Users 9,1495,2024-09-22,,area,
Active Users 9,1484,2024-09-23,,area,
Active Users 9,1510,2024-09-24,,area,
Active Users 9,1563,2024-09-25,,area,
Active Users 9,1525,2024-09-26,,area,
Active Users 9,1523,2024-09-27,,area,
Active Users 9,1515,2024-09-28,,area,
Active Users 9,1545,2024-09-29,,area,
Active Users 9,1591,2024-09-30,,area,
Active Users 9,1582,2024-10-01,,area,
Active Users 9,1596,2024-10-02,,area,
Active Users 9,1600,2024-10-03,,area,
Active Users 9,1608,2024-10-04,,area,
Active Users 9,1595,2024-10-05,,area,
Active Users 9,1644,2024-10-06,,area,
Active Users 9,1694,2024-10-07,,area,
Active Users 9,1657,2024-10-08,,area,
Active Users 9,1698,2024-10-09,,area,
Active Users 9,1675,2024-10-10,,area,
Active Users 9,1696,2024-10-11,,area,
Active Users 9,1705,2024-10-12,,area,
Active Users 9,1731,2024-10-13,,area,
Active Users 9,1771,2024-10-14,,area,
Active Users 9,1783,2024-10-15,,area,
Active Users 9,1792,2024-10-16,,area,
Active Users 9,1849,2024-10-17,,area,
Active Users 9,1908,2024-10-18,,area,
Active Users 9,1957,2024-10-19,,area,
Active Users 9,1958,2024-10-20,,area,
Active Users 9,1919,2024-10-21,,area,
Active Users 9,1892,2024-10-22,,area,
Active Users 9,1949,2024-10-23,,area,
Active Users 9,1913,2024-10-24,,area,
Active Users 9,1880,2024-10-25,,area,
Active Users 9,1917,2024-10-26,,area,
Active Users 9,1976,2024-10-27,,area,
Active Users 9,2025,2024-10-28,,area,
Active Users 9,1988,2024-10-29,,area,
Active Users 9,2047,2024-10-30,,area,
Active Users 9,2009,2024-10-31,,area,
Active Users 9,1991,2024-11-01,,area,
Active Users 9,2014,2024-11-02,,area,
Active Users 9,2047,2024-11-03,,area,
Active Users 9,2061,2024-11-04,,area,
Active Users 9,2042,2024-11-05,,area,
Active Users 9,2039,2024-11-06,,area,
Active Users 9,2025,2024-11-07,,area,
Active Users 9,1996,2024-11-08,,area,
Active Users 10,1035,2024-08-01,,area,
Active Users 10,1001,2024-08-02,,area,
Active Users 10,963,2024-08-03,,area,
Active Users 10,944,2024-08-04,,area,
Active Users 10,944,2024-08-05,,area,
Active Users 10,982,2024-08-06,,area,
Active Users 10,985,2024-08-07,,area,
Active Users 10,967,2024-08-08,,area,
Active Users 10,1026,2024-08-09,,area,
Active Users 10,1017,2024-08-10,,area,
Active Users 10,1076,2024-08-11,,area,
Active Users 10,1079,2024-08-12,,area,
Active Users 10,1057,2024-08-13,,area,
Active Users 10,1116,2024-08-14,,area,
Active Users 10,1134,2024-08-15,,area,
Active Users 10,1125,2024-08-16,,area,
Active Users 10,1178,2024-08-17,,area,
Active Users 10,1151,2024-08-18,,area,
Active Users 10,1126,2024-08-19,,area,
Active Users 10,1162,2024-08-20,,area,
Active Users 10,1137,2024-08-21,,area,
Active Users 10,1131,2024-08-22,,area,
Active Users 10,1133,2024-08-23,,area,
Active Users 10,1112,2024-08-24,,area,
Active Users 10,1076,2024-08-25,,area,
Active Users 10,1054,2024-08-26,,area,
Active Users 10,1056,2024-08-27,,area,
Active Users 10,1114,2024-08-28,,area,
Active Users 10,1115,2024-08-29,,area,
Active Users 10,1090,2024-08-30,,area,
Active Users 10,1065,2024-08-31,,area,
Active Users 10,1073,2024-09-01,,area,
Active Users 10,1105,2024-09-02,,area,
Active Users 10,1123,2024-09-03,,area,
Active Users 10,1157,2024-09-04,,area,
Active Users 10,1121,2024-09-05,,area,
Active Users 10,1092,2024-09-06,,area,
Active Users 10,1092,2024-09-07,,area,
Active Users 10,1114,2024-09-08,,area,
Active Users 10,1120,2024-09-09,,area,
Active Users 10,1145,2024-09-10,,area,
Active Users 10,1143,2024-09-11,,area,
Active Users 10,1196,2024-09-12,,area,
Active Users 10,1176,2024-09-13,,area,
Active Users 10,1150,2024-09-14,,area,
Active Users 10,1142,2024-09-15,,area,
Active Users 10,1177,2024-09-16,,area,
Active Users 10,1206,2024-09-17,,area,
Active Users 10,1251,2024-09-18,,area,
Active Users 10,1283,2024-09-19,,area,
Active Users 10,1281,2024-09-20,,area,
Active Users 10,1269,2024-09-21,,area,
Active Users 10,1281,2024-09-22,,area,
Active Users 10,1300,2024-09-23,,area,
Active Users 10,1354,2024-09-24,,area,
Active Users 10,1349,2024-09-25,,area,
Active Users 10,1376,2024-09-26,,area,
Active Users 10,1364,2024-09-27,,area,
Active Users 10,1365,2024-09-28,,area,
Active Users 10,1365,2024-09-29,,area,
Active Users 10,1349,2024-09-30,,area,
Active Users 10,1329,2024-10-01,,area,
Active Users 10,1312,2024-10-02,,area,
Active Users 10,1342,2024-10-03,,area,
Active Users 10,1325,2024-10-04,,area,
Active Users 10,1332,2024-10-05,,area,
Active Users 10,1387,2024-10-06,,area,
Active Users 10,1367,2024-10-07,,area,
Active Users 10,1379,2024-10-08,,area,
Active Users 10,1426,2024-10-09,,area,
Active Users 10,1484,2024-10-10,,area,
Active Users 10,1464,2024-10-11,,area,
Active Users 10,1477,2024-10-12,,area,
Active Users 10,1527,2024-10-13,,area,
Active Users 10,1570,2024-10-14,,area,
Active Users 10,1545,2024-10-15,,area,
Active Users 10,1507,2024-10-16,,area,
Active Users 10,1467,2024-10-17,,area,
Active Users 10,1475,2024-10-18,,area,
Active Users 10,1452,2024-10-19,,area,
Active Users 10,1456,2024-10-20,,area,
Active Users 10,1440,2024-10-21,,area,
Active Users 10,1490,2024-10-22,,area,
Active Users 10,1461,2024-10-23,,area,
Active Users 10,1457,2024-10-24,,area,
Active Users 10,1425,2024-10-25,,area,
Active Users 10,1434,2024-10-26,,area,
Active Users 10,1494,2024-10-27,,area,
Active Users 10,1551,2024-10-28,,area,
Active Users 10,1593,2024-10-29,,area,
Active Users 10,1587,2024-10-30,,area,
Active Users 10,1625,2024-10-31,,area,
Active Users 10,1619,2024-11-01,,area,
Active Users 10,1611,2024-11-02,,area,
Active Users 10,1627,2024-11-03,,area,
Active Users 10,1604,2024-11-04,,area,
Active Users 10,1597,2024-11-05,,area,
Active Users 10,1606,2024-11-06,,area,
Active Users 10,1581,2024-11-07,,area,
Active Users 10,1556,2024-11-08,,area,
Regional Sales 1,28399,2024-11-18,,bar,North
Regional Sales 1,46327,2024-11-18,,bar,South
Regional Sales 1,20178,2024-11-18,,bar,East
Regional Sales 1,33388,2024-11-18,,bar,West
Regional Sales 1,12938,2024-11-18,,bar,Central
Regional Sales 2,27376,2024-11-18,,bar,North
Regional Sales 2,11637,2024-11-18,,bar,South
Regional Sales 2,22529,2024-11-18,,bar,East
Regional Sales 2,25531,2024-11-18,,bar,West
Regional Sales 2,25870,2024-11-18,,bar,Central
Regional Sales 3,33357,2024-11-18,,bar,North
Regional Sales 3,36130,2024-11-18,,bar,South
Regional Sales 3,20046,2024-11-18,,bar,East
Regional Sales 3,37111,2024-11-18,,bar,West
Regional Sales 3,32164,2024-11-18,,bar,Central
Regional Sales 4,48960,2024-11-18,,bar,North
Regional Sales 4,43201,2024-11-18,,bar,South
Regional Sales 4,42115,2024-11-18,,bar,East
Regional Sales 4,39937,2024-11-18,,bar,West
Regional Sales 4,27732,2024-11-18,,bar,Central
Regional Sales 5,22768,2024-11-18,,bar,North
Regional Sales 5,43887,2024-11-18,,bar,South
Regional Sales 5,45616,2024-11-18,,bar,East
Regional Sales 5,15897,2024-11-18,,bar,West
Regional Sales 5,24759,2024-11-18,,bar,Central
Regional Sales 6,18700,2024-11-18,,bar,North
Regional Sales 6,29045,2024-11-18,,bar,South
Regional Sales 6,29162,2024-11-18,,bar,East
Regional Sales 6,42423,2024-11-18,,bar,West
Regional Sales 6,35482,2024-11-18,,bar,Central
Regional Sales 7,28387,2024-11-18,,bar,North
Regional Sales 7,42166,2024-11-18,,bar,South
Regional Sales 7,39876,2024-11-18,,bar,East
Regional Sales 7,50274,2024-11-18,,bar,West
Regional Sales 7,56380,2024-11-18,,bar,Central
Regional Sales 8,45319,2024-11-18,,bar,North
Regional Sales 8,52705,2024-11-18,,bar,South
Regional Sales 8,30035,2024-11-18,,bar,East
Regional Sales 8,47365,2024-11-18,,bar,West
Regional Sales 8,45059,2024-11-18,,bar,Central
Regional Sales 9,23056,2024-11-18,,bar,North
Regional Sales 9,10793,2024-11-18,,bar,South
Regional Sales 9,17528,2024-11-18,,bar,East
Regional Sales 9,14191,2024-11-18,,bar,West
Regional Sales 9,50860,2024-11-18,,bar,Central
Regional Sales 10,20211,2024-11-18,,bar,North
Regional Sales 10,34182,2024-11-18,,bar,South
Regional Sales 10,35319,2024-11-18,,bar,East
Regional Sales 10,44452,2024-11-18,,bar,West
Regional Sales 10,24434,2024-11-18,,bar,Central
Regional Sales 11,42735,2024-11-18,,bar,North
Regional Sales 11,55798,2024-11-18,,bar,South
Regional Sales 11,54663,2024-11-18,,bar,East
Regional Sales 11,19393,2024-11-18,,bar,West
Regional Sales 11,39990,2024-11-18,,bar,Central
Regional Sales 12,44305,2024-11-18,,bar,North
Regional Sales 12,13568,2024-11-18,,bar,South
Regional Sales 12,49094,2024-11-18,,bar,East
Regional Sales 12,18649,2024-11-18,,bar,West
Regional Sales 12,13336,2024-11-18,,bar,Central
Regional Sales 13,37098,2024-11-18,,bar,North
Regional Sales 13,13304,2024-11-18,,bar,South
Regional Sales 13,47917,2024-11-18,,bar,East
Regional Sales 13,59704,2024-11-18,,bar,West
Regional Sales 13,40916,2024-11-18,,bar,Central
Regional Sales 14,20867,2024-11-18,,bar,North
Regional Sales 14,26954,2024-11-18,,bar,South
Regional Sales 14,48998,2024-11-18,,bar,East
Regional Sales 14,51289,2024-11-18,,bar,West
Regional Sales 14,19373,2024-11-18,,bar,Central
Regional Sales 15,57490,2024-11-18,,bar,North
Regional Sales 15,29239,2024-11-18,,bar,South
Regional Sales 15,21547,2024-11-18,,bar,East
Regional Sales 15,29491,2024-11-18,,bar,West
Regional Sales 15,51583,2024-11-18,,bar,Central
Regional Sales 16,52349,2024-11-18,,bar,North
Regional Sales 16,20980,2024-11-18,,bar,South
Regional Sales 16,12978,2024-11-18,,bar,East
Regional Sales 16,30364,2024-11-18,,bar,West
Regional Sales 16,26403,2024-11-18,,bar,Central
Regional Sales 17,30250,2024-11-18,,bar,North
Regional Sales 17,26083,2024-11-18,,bar,South
Regional Sales 17,17540,2024-11-18,,bar,East
Regional Sales 17,19845,2024-11-18,,bar,West
Regional Sales 17,34393,2024-11-18,,bar,Central
Regional Sales 18,38763,2024-11-18,,bar,North
Regional Sales 18,45534,2024-11-18,,bar,South
Regional Sales 18,44446,2024-11-18,,bar,East
Regional Sales 18,32962,2024-11-18,,bar,West
Regional Sales 18,18291,2024-11-18,,bar,Central
Regional Sales 19,11406,2024-11-18,,bar,North
Regional Sales 19,41674,2024-11-18,,bar,South
Regional Sales 19,31569,2024-11-18,,bar,East
Regional Sales 19,56018,2024-11-18,,bar,West
Regional Sales 19,23033,2024-11-18,,bar,Central
Regional Sales 20,59935,2024-11-18,,bar,North
Regional Sales 20,56626,2024-11-18,,bar,South
Regional Sales 20,17347,2024-11-18,,bar,East
Regional Sales 20,14779,2024-11-18,,bar,West
Regional Sales 20,59794,2024-11-18,,bar,Central
Regional Sales 21,53190,2024-11-18,,bar,North
Regional Sales 21,21078,2024-11-18,,bar,South
Regional Sales 21,35678,2024-11-18,,bar,East
Regional Sales 21,42732,2024-11-18,,bar,West
Regional Sales 21,16340,2024-11-18,,bar,Central
Regional Sales 22,19261,2024-11-18,,bar,North
Regional Sales 22,25135,2024-11-18,,bar,South
Regional Sales 22,57409,2024-11-18,,bar,East
Regional Sales 22,44680,2024-11-18,,bar,West
Regional Sales 22,29758,2024-11-18,,bar,Central
Regional Sales 23,17687,2024-11-18,,bar,North
Regional Sales 23,18936,2024-11-18,,bar,South
Regional Sales 23,44399,2024-11-18,,bar,East
Regional Sales 23,22542,2024-11-18,,bar,West
Regional Sales 23,55756,2024-11-18,,bar,Central
Regional Sales 24,42525,2024-11-18,,bar,North
Regional Sales 24,13781,2024-11-18,,bar,South
Regional Sales 24,49024,2024-11-18,,bar,East
Regional Sales 24,21822,2024-11-18,,bar,West
Regional Sales 24,53616,2024-11-18,,bar,Central
Regional Sales 25,39992,2024-11-18,,bar,North
Regional Sales 25,26472,2024-11-18,,bar,South
Regional Sales 25,26619,2024-11-18,,bar,East
Regional Sales 25,14657,2024-11-18,,bar,West
Regional Sales 25,23814,2024-11-18,,bar,Central
Regional Sales 26,38182,2024-11-18,,bar,North
Regional Sales 26,16935,2024-11-18,,bar,South
Regional Sales 26,46226,2024-11-18,,bar,East
Regional Sales 26,18933,2024-11-18,,bar,West
Regional Sales 26,27034,2024-11-18,,bar,Central
Regional Sales 27,36258,2024-11-18,,bar,North
Regional Sales 27,18760,2024-11-18,,bar,South
Regional Sales 27,50630,2024-11-18,,bar,East
Regional Sales 27,46062,2024-11-18,,bar,West
Regional Sales 27,44591,2024-11-18,,bar,Central
Regional Sales 28,48960,2024-11-18,,bar,North
Regional Sales 28,21694,2024-11-18,,bar,South
Regional Sales 28,27271,2024-11-18,,bar,East
Regional Sales 28,25438,2024-11-18,,bar,West
Regional Sales 28,44394,2024-11-18,,bar,Central
Regional Sales 29,50659,2024-11-18,,bar,North
Regional Sales 29,35429,2024-11-18,,bar,South
Regional Sales 29,14889,2024-11-18,,bar,East
Regional Sales 29,22496,2024-11-18,,bar,West
Regional Sales 29,58782,2024-11-18,,bar,Central
Regional Sales 30,28194,2024-11-18,,bar,North
Regional Sales 30,42752,2024-11-18,,bar,South
Regional Sales 30,38682,2024-11-18,,bar,East
Regional Sales 30,25121,2024-11-18,,bar,West
Regional Sales 30,39556,2024-11-18,,bar,Central
Regional Sales 31,17903,2024-11-18,,bar,North
Regional Sales 31,50621,2024-11-18,,bar,South
Regional Sales 31,43702,2024-11-18,,bar,East
Regional Sales 31,44091,2024-11-18,,bar,West
Regional Sales 31,54320,2024-11-18,,bar,Central
Regional Sales 32,47170,2024-11-18,,bar,North
Regional Sales 32,19496,2024-11-18,,bar,South
Regional Sales 32,47900,2024-11-18,,bar,East
Regional Sales 32,19734,2024-11-18,,bar,West
Regional Sales 32,54318,2024-11-18,,bar,Central
Regional Sales 33,33615,2024-11-18,,bar,North
Regional Sales 33,19890,2024-11-18,,bar,South
Regional Sales 33,11705,2024-11-18,,bar,East
Regional Sales 33,12514,2024-11-18,,bar,West
Regional Sales 33,17461,2024-11-18,,bar,Central
Regional Sales 34,13270,2024-11-18,,bar,North
Regional Sales 34,33692,2024-11-18,,bar,South
Regional Sales 34,41712,2024-11-18,,bar,East
Regional Sales 34,28647,2024-11-18,,bar,West
Regional Sales 34,17923,2024-11-18,,bar,Central
Regional Sales 35,36969,2024-11-18,,bar,North
Regional Sales 35,47613,2024-11-18,,bar,South
Regional Sales 35,44004,2024-11-18,,bar,East
Regional Sales 35,17121,2024-11-18,,bar,West
Regional Sales 35,10745,2024-11-18,,bar,Central
Regional Sales 36,53758,2024-11-18,,bar,North
Regional Sales 36,54681,2024-11-18,,bar,South
Regional Sales 36,21752,2024-11-18,,bar,East
Regional Sales 36,23270,2024-11-18,,bar,West
Regional Sales 36,43885,2024-11-18,,bar,Central
Regional Sales 37,22767,2024-11-18,,bar,North
Regional Sales 37,16326,2024-11-18,,bar,South
Regional Sales 37,18667,2024-11-18,,bar,East
Regional Sales 37,37918,2024-11-18,,bar,West
Regional Sales 37,46279,2024-11-18,,bar,Central
Regional Sales 38,20578,2024-11-18,,bar,North
Regional Sales 38,52459,2024-11-18,,bar,South
Regional Sales 38,46727,2024-11-18,,bar,East
Regional Sales 38,16837,2024-11-18,,bar,West
Regional Sales 38,41338,2024-11-18,,bar,Central
Regional Sales 39,34814,2024-11-18,,bar,North
Regional Sales 39,28355,2024-11-18,,bar,South
Regional Sales 39,55142,2024-11-18,,bar,East
Regional Sales 39,38712,2024-11-18,,bar,West
Regional Sales 39,11911,2024-11-18,,bar,Central
Regional Sales 40,46263,2024-11-18,,bar,North
Regional Sales 40,34120,2024-11-18,,bar,South
Regional Sales 40,20400,2024-11-18,,bar,East
Regional Sales 40,31305,2024-11-18,,bar,West
Regional Sales 40,19098,2024-11-18,,bar,Central
Regional Sales 41,44931,2024-11-18,,bar,North
Regional Sales 41,44708,2024-11-18,,bar,South
Regional Sales 41,58841,2024-11-18,,bar,East
Regional Sales 41,40079,2024-11-18,,bar,West
Regional Sales 41,21046,2024-11-18,,bar,Central
Regional Sales 42,30721,2024-11-18,,bar,North
Regional Sales 42,51230,2024-11-18,,bar,South
